Country Name,Country Code,PBI_Crecimiento,fin_educ_prim,fin_educ_prim_m,fin_educ_prim_h,gasto_educacion_total,gasto_educacion_total_gobierno,gasto_primaria,gasto_secundaria,inasistencia_escuela,inasistencia_primaria_mujeres,inscripcion_preprimario,inscripcion_primaria,inscripcion_secundaria,PBI_percapita,perseverancia_escuela_M,perseverancia_escuela_V,repetidores_primaria_M,repetidores_primaria_V,transicion_secudaria_M,transicion_secudaria_V,prevalencia_desnutricion,inflaci贸n_preciosconsumidor,Ahorro neto ajustado,Cargos_propiedad intelectual,Gastos_%PIB,Agricul_silvicul_pesca_PIB,Inversi贸n_extranj.direc,AOD_neto,Asistencia neta recibida,formaci贸n bruta de capital,importaciones_bys,industria,inflaci贸n_PIB,2017,ingresos_nosubvenciones,remesas personales,PBI,Crecimiento_PBI,exportaciones_bys
Indonesia,IDN,3.84119726442658,100.82592010498,100.193817138672,101.421546936035,2.6699800491333,16.1104793548584,,,428719,973920,63.1930694580078,94.09782,,3837.57802362633,99.2259368896484,97.3232727050781,0.96458,1.81293,,,,6.4,14.1439355386692,49809737.2170658,14.2990290989907,13.1566308462661,20510310832.4469,0.028490867279998,280190002.441406,33.7105947957751,19.17819263535,39.3791548040237,4.29267812199525,3.80879806953163,12.1766475709039,8989529970.52679,1015618742565.81,5.06978590134916,20.1773044351106
Iraq,IRQ,-4.28298176305985,,,,,,,,,,,,,4985.45287942996,,,,,,,,37.9,-2.07356787374088,1e+05,25.9749833916221,2.97672780101335,-5032400000,1.56505414286709,2907510009.76563,17.8524768622366,25.8648489788178,51.3296814634291,14.6503597888451,0.18405889884764,34.5637256795617,1088500000,187217660050.676,-1.81975035118309,33.9160634134979
Israel,ISR,2.37294959239584,105.557968139648,106.374351501465,104.785018920898,6.10272979736328,15.7010803222656,,,,,110.798156738281,97.01884,98.63822,40774.1296073227,98.2612609863281,99.7543029785156,0.47044,1.0639,,,,2.5,16.2044241910797,1264300000,36.3686179075497,1.20730222550317,16892500000,,,21.1230865210411,27.5459204574943,18.5909884131793,-0.00183774850883367,0.244953121040659,33.2897156474145,991200000,355277223507.485,4.37704442820299,29.4458235791591
Jamaica,JAM,0.492076589718863,80.9299392700195,81.641487121582,80.2450103759766,5.26016998291016,18.4025402069092,23.44592,27.15691,,,74.5182113647461,82.51691,73.20201,5070.0995030616,97.3633193969727,96.1521530151367,2.36472,3.44381,97.64241,96.47516,,8.8,17.2437468595908,4870046.84,26.6616007704384,6.63178586034485,888835228.478601,0.427791760411802,61549999.2370605,22.531839949341,48.8661099457791,19.4370522816322,6.54976684602491,4.3783986499156,29.5918823478556,2462677565.49913,14808989993.3185,0.997123062335191,34.6570625717339
Kenya,KEN,1.39771664690468,,,,5.36668014526367,17.7087001800537,,,,,78.1178207397461,,,1633.49121639293,,,,,,,,24.6,-3.77559712501247,68571186.5827143,25.1285090916527,20.8936374065292,1266137282.66311,3.07997758587782,2480219970.70313,20.6634949022773,23.2583979340349,17.5035092078691,7.60520032430996,8.0057227913467,21.1458721961561,1962264725.59694,82035800868.187,3.81550642712519,12.7366599413725
Kiribati,KIR,-0.545552671301749,,,,10.8631601333618,12.5488796234131,,,,,,94.69278,,1640.57120522974,,,,,,,,3.5,,,76.6570489740493,30.5111263659299,784797.254894666,21.5299772188963,77150001.5258789,29.848023613383,103.897607916706,12.4860547804812,0.964916332831194,0.355520888546853,99.5689841130188,17959541.3915397,187276124.790591,0.889757537282748,15.7171108217559
Kosovo,XKX,4.03870892350164,,,,,,,,,,,,,4009.38098680369,,,,,,,,,,346888.008995231,,7.40871957581394,286835212.112418,5.35679730052578,392369995.117188,34.6926494889605,53.0812924686335,27.5275719677758,0.439985824227108,1.48823430592309,,1112078353.84235,7180813375.50836,4.8256904268714,27.328844878341
Kuwait,KWT,-7.04349989138754,95.3718872070313,98.0749969482422,92.9757308959961,6.3654899597168,11.137809753418,,,,,65.3118896484375,85.87088,,29759.4674745278,,,0.43426,0.57167,98.99229,96.66629,,2.5,16.6673185688265,,,0.525092139249465,113012065.007347,,,27.730838747062,46.6437308648816,55.6192158978196,16.2310999336247,2.17183298510008,,22951786.934619,120707435542.367,-4.71210620851997,51.1963155925274
Lesotho,LSO,-3.90564187261468,,,,8.15688991546631,15.115309715271,,,4299,3109,,93.31062,,1102.94441037887,,,,,,,,26,3.52282452318199,216196.087012247,39.7249214445403,4.96482137796821,42168784.1137567,5.55790122625177,145660003.662109,22.2109688394915,98.9136827301146,28.5798427200997,2.0178781766935,4.44769937376299,38.3376244973832,549810084.271499,2306843528.52853,-3.14194994562207,46.0383645400724
Liberia,LBR,-0.060039735974641,60.595401763916,58.04248046875,63.0615997314453,2.76128005981445,8.34193992614746,,,82261,77218,125.178817749023,44.25563,,721.085044013216,,,7.23619,6.62714,,,,36.6,-85.2757875669912,,,35.9426159185731,247842983.01405,20.454280248968,631590026.855469,,,15.4416514284322,-2.61793415299387,12.4196323907137,,403475872.714982,3390703400,2.45515592012239,
Liechtenstein,LIE,,90.4392776489258,84.7715682983398,96.315788269043,,,,,,,103.066673278809,,85.94145,171253.964253797,98.9972305297852,96.4255218505859,4.46137,2.87356,,,,,,,,0.134897728698707,38999586460.5875,,,,,44.0770485631823,,,,,6474256118.61481,,
Madagascar,MDG,1.185080524299,67.0071334838867,69.6396179199219,64.4023513793945,2.8364200592041,15.8376998901367,,,,,37.5630187988281,,29.12022,515.293323373233,,,,,,,,42.3,4.74901397607651,3489851.62171701,10.5891148272574,24.5501377700574,464856589.648809,6.07835331203099,779039978.027344,15.8063768977052,34.4407706318087,20.1123576646076,4.96153975744053,8.60905075422951,10.8751557569556,342776977.918857,13176313593.5418,3.93330759454742,30.9026308765022
Malawi,MWI,1.26357063864582,,,,4.03133010864258,14.3444204330444,,,,,,,,506.137294436399,,,,,,,12.6,16.5,-3.04516035565282,,13.2444720008197,22.9262386345959,90200000,17.3859267245802,1520439941.40625,,,17.74795964738,60.9869707162353,11.543393918877,13.0565373168689,78392829.7871586,8943543677.189,4.00003051707549,
Malta,MLT,5.19857739445129,101.934188842773,99.5854873657227,104.144317626953,4.65162992477417,13.3727102279663,,,,,107.719261169434,99.53764,92.96077,28250.6977747589,,,0.38588,0.25455,,,,2.5,,644842333.778804,33.9130711754091,0.681507587167574,3890244436.94056,,,22.4121730339741,133.293596303072,12.0579071184963,2.22278076888944,1.3643544815071,37.4959159774507,269545190.671375,13221298307.8894,8.11942528928094,150.456222265436
Mauritania,MRT,3.31636794202008,69.7143096923828,72.0913619995117,67.4019470214844,,,,,76737,61573,,77.82357,28.18691,1587.61126325063,,,2.37013,2.42089,63.63329,67.56124,,8.6,17.1388434552722,,,22.7187479073108,588217194.758539,4.35260240730413,291730010.986328,37.8988023757749,44.3093026532937,23.7454238150192,1.58393832604489,2.27503457252097,,77170265.8334297,6799075418.99441,6.27054569386574,34.5056775300947
Mongolia,MNG,3.68853378857119,91.507438659668,90.4536819458008,92.5392608642578,4.08859014511108,12.6456203460693,14.10634,,,,85.3497467041016,97.86929,,3687.10000337811,98.5137023925781,97.0629577636719,0.11259,0.10808,99.76341,98.80321,,6.3,-1.60025379470459,999069.924246545,23.7015119824544,11.1372332714761,1494350363.46922,7.75506834678878,765590026.855469,27.4062542968844,56.7662226015459,37.418411611216,10.8004464058994,4.3107625408578,24.8214247024984,273364998.118359,11480847745.3187,5.63687638962695,59.1666792690871
Montenegro,MNE,4.70468752737763,90.2608871459961,90.7856216430664,89.7850799560547,,,,,590,507,62.105770111084,95.71483,89.33592,7784.06528996557,99.0650405883789,99.120719909668,0.47172,0.50254,99.67751,99.9731,,2.5,,510570.461506933,,6.85389074108922,560665419.031984,2.38648491407937,117989997.86377,30.2228075655993,64.4997744872114,14.8613741835193,3.82494607129446,2.38023599053136,,522997313.49104,4844592066.71174,4.71646527572034,41.0551905042252
Mozambique,MOZ,0.775346479703657,47.1429100036621,44.0552406311035,50.2493896484375,5.50555992126465,18.3651905059814,,,241463,335103,,89.87354,,461.415094120589,37.2719116210938,40.5099296569824,8.90576,9.77687,,,,31.4,-7.15479391008042,0,17.6864239733198,25.0436811537256,2319071971.47682,14.081939618594,1806089965.82031,33.1862958896295,61.1397606569416,24.0153439644146,7.64070735094347,15.1132073899385,24.0052787020723,257936772.461252,13219084261.3664,3.74131759312564,38.5790510296602
Myanmar,MMR,5.08183410223336,,,,2.08768010139465,9.92768001556396,7.66681,11.39294,,,9.77960014343262,97.66256,59.62371,1151.11446155062,,,,,,,,8.1,19.4479532173349,2365377.97831302,18.3209392856812,24.9176246909801,4804272487.31986,2.58018986303876,1542339965.82031,34.4403113326318,35.0787520210575,35.4691597693813,5.37290102051014,4.57253655317505,17.3089107510243,2452869388.04774,61449391917.1299,5.75006450029507,25.9427297188825
Namibia,NAM,-2.86362140425037,85.3690490722656,,,9.75998020172119,24.6740303039551,,,,,33.5077896118164,97.34142,,5367.11467444788,86.9576416015625,81.2912902832031,,,,,,20,1.0586743001027,314596.553928858,36.6306850550459,7.67615621463659,280476974.998847,1.50416663824303,190449996.948242,17.7664956728382,47.5988628008076,26.077018512643,9.91903823647766,6.14579981111162,35.1310901088829,48292447.4746354,12895153160.466,-1.02725082701774,33.6208046258303
Nauru,NRU,-6.66497138119038,,,,,12.7479696273804,,,,,,,,10339.385479551,,,,,,,,,,0,90.5733963172414,,,16.8169297407555,25760000.2288818,,82.0689655172414,,12.2930389887841,,92.3966420965517,10346242.8603205,109359680.217211,-5.74712643678161,35.8620689655172
Nepal,NPL,7.5210298922342,121.722267150879,125.384521484375,118.107307434082,4.76722002029419,17.0963897705078,,,,,88.3159332275391,96.33409,57.51369,1048.45375534427,,,7.56493,7.71475,,,,4.2,40.6002839935828,,16.8538214472796,23.6995484576769,196265098.563575,4.33869463988589,1269650024.41406,37.3250540060946,36.8302219675524,12.8625858899927,8.26141254915089,3.62709610696609,19.3209519005886,6928133767.08804,28971589213.134,8.97727935643466,7.81218865494721
Nicaragua,NIC,3.30721604895172,,,,4.35768985748291,22.4333000183105,,,,,,,,2159.15671369193,,,,,,,,17.6,18.142864814131,,16.5223076976596,14.9964468888253,1035400000,4.3030630936947,562590026.855469,29.9154191147008,55.041783536659,24.8173988194715,4.12220145907398,3.85067166284725,17.8258609408417,1394700000,13785876629.3189,4.63253398090997,41.3391490738103
Nigeria,NGA,-1.78881762090789,,,,,6.12011003494263,,,,,19.6549797058105,,,1968.56539847444,,,,,,,,10,-0.615202433508005,0,,20.8465714308197,2412974916.23264,0.922147990746868,3358959960.9375,15.4743276516864,13.1760368999616,22.3151171952196,11.1189180740769,16.5235399802169,,22037016831.8378,375746469538.666,0.805886619542704,13.1715621009489
Palau,PLW,-3.77798662719752,,,,,,,,,,,,,16019.9898927509,,,,,,,,,,,42.32375148966,3.54013319313004,27484632.723017,7.29585349087007,22149999.6185303,,,8.16684192078514,-1.11071386894091,1.41798819666923,27.0541310900806,2176267.5754698,285300000,-3.28378845489111,
Paraguay,PRY,3.44894824730363,,,,3.08968997001648,11.5065898895264,,,,,,,,5678.8699722,,,,,,,,7.8,21.6072186042436,,14.4661468516944,10.5267434029776,744619762.899364,0.378573725287591,142750000,20.6000429018101,33.0414286752743,34.0518399926279,2.15920929174615,3.60247741348939,17.4431333716623,704073600,38997129473.5558,4.81007885554041,38.4407840459973
Portugal,PRT,3.75909438887767,,,,5.0156102180481,11.0554304122925,,,184,3478,93.880859375,97.56411,94.66479,21490.429863104,,,,,,,,2.5,4.77810660483268,140723559.805033,41.4169071353453,2.09586857603127,10683844360.5991,,,17.226724993941,41.7148741234948,19.1172658186866,1.51191039440322,1.36861411643481,37.1132367743333,490417613.183267,221357874718.93,3.5063452848124,42.7242663980773
Puerto Rico,PRI,-0.509099448693803,,,,,,,,,,,,,31108.7605697675,,,,,,,,,,,,0.818676007979358,,,,7.79415051744239,44.4082037922065,50.2294469197618,2.09220193806701,,,,103445526000,-2.88595475858821,68.7230301289202
Qatar,QAT,-4.04077563441363,95.669548034668,94.2588729858398,97.0885772705078,2.96745991706848,8.56085014343262,,,1359,1613,60.0672302246094,93.54716,,59124.8672712073,97.9543991088867,96.6382217407227,1.15448,1.96013,,,,,23.0009560696,,,0.214741536757396,985989010.989011,,,43.4077974180318,38.6051652911024,56.6879653169453,7.78756965604812,0.394878914082996,,665934065.934066,161099122225.275,-1.49760470227838,52.889422628417
Rwanda,RWA,1.26747309893398,78.1988067626953,88.1364669799805,68.1945114135742,3.12646007537842,11.0796098709106,,,24620,18096,22.0497798919678,96.9315,,772.316989145919,59.7520904541016,50.8316802978516,14.61896,17.66425,72.04403,73.41762,,34.5,-1.19271427766664,0,18.6727532242872,26.3454425742706,274025990.659944,13.7399866184668,1231329956.05469,23.8350302317294,33.1468863567186,17.2842156867077,8.16170432697156,8.27953672260826,19.7925346791119,215292394.793657,9253098954.27769,3.97628969448469,20.5283852817577
Samoa,WSM,0.619350401445942,107.068557739258,109.611991882324,104.707328796387,4.18315982818604,13.2124004364014,,,,,44.6661109924316,94.46785,,4258.97876710344,86.2276382446289,85.0842895507813,1.1611,1.12846,97.7492,94.6771,,4.7,,2172049.26003007,25.9692234040383,10.5193265541484,9215371.78697386,16.8983388780345,136220001.220703,,47.164315921744,16.8643667707603,-0.0822291293631707,1.74989677484723,32.0576536660452,135726940.004837,832025573.983795,1.04243371916148,31.5454036423416
San Marino,SMR,-0.241968818318767,,,,3.36997008323669,13.1036100387573,,,,,,,,45399.0290605549,,,,,,,,,,,43.295388835887,0.0204788600977845,,,,19.119353754217,145.071642434811,,1.74335584048487,1.04597683468952,40.8355905879707,,1528630707.49794,0.258265466328055,168.778681335859
Senegal,SEN,4.4411878629361,,,,4.62496995925903,20.5892601013184,,,,,16.5190200805664,75.3821,37.66861,1361.70197218375,,,,,,,14.4,7.9,14.6025579198298,4943195.79000382,19.7879059351511,14.9820338201197,588292997.958708,4.44982039831025,908179992.675781,29.8155743419591,35.775196697845,23.2776942790053,0.598916826886537,1.31815314847782,21.3413004622002,2148911385.0578,20996564751.5994,7.4074861863013,21.9300831477167
Serbia,SRB,2.64598586238259,99.0338668823242,99.0948181152344,98.9758834838867,3.71016001701355,9.25646018981934,,,1502,1250,61.1312599182129,95.17741,92.45639,6292.54362926707,99.2054977416992,99.5522994995117,0.60449,0.71788,99.8454,99.54404,,4,-1.97790888554624,50166545.8076919,37.6084368201004,6.01415375732373,2894615965.23761,4.08556688611704,1688420043.94531,19.5751856286942,57.0561904686686,26.0821737806548,2.97079316981832,3.13106248590119,40.6018693380864,3589629282.39231,44179055279.8887,2.10116384741241,50.4715286434326
Seychelles,SYC,3.46414233289319,102.197021484375,99.5658493041992,104.722221374512,3.67728996276855,10.2598304748535,,,,,96.2328796386719,92.02707,79.64231,15945.2649266263,95.834587097168,96.713493347168,,,97.23837,97.48011,,,,1368951.89725219,32.8670773458835,1.87605477140227,124465535.7046,1.14767455183775,16200000.7629395,36.4397854978521,100.46549794799,11.0758313516416,4.79713248623995,2.85679575568451,35.2254740997526,21661247.9309142,1528242026.36264,4.73836088608091,88.4177273511813
Sint Maarten (Dutch part),SXM,-7.20461872134864,,,,,,,,,,,,,29369.0568278169,,,,,,,,,,3022346.36871508,,0.0796999531176746,64248297.0446927,,,24.1912798874824,86.3384903891233,8.60759493670886,0.103059690145145,2.19201010963043,,55055865.9217877,1191620111.73184,-5.80000000000001,78.2747304266292
Somalia,SOM,-0.245105662672273,,,,,1.70468997955322,,,,,,,,384.463401435243,,,,,,,,58.7,,,0.000184639707274088,,3.69e+08,31.5708583939136,1760369995.11719,,82.4389374220004,,-0.974226265169094,,0.000110098378241388,0,5.609e+09,2.59256022341189,17.7215189873418
Sri Lanka,LKA,2.41409866202615,102.390380859375,101.630996704102,103.142929077148,2.79924988746643,14.4997596740723,11.39277,11.52081,,,70.8292694091797,99.09921,89.04229,4077.04384087488,,,0.96104,1.02578,100,98.88381,,5.9,23.1293664630902,,16.5492636882587,7.83302897386966,1372723043.13402,0.371468692156764,316170013.427734,31.5948719423977,29.0553040694212,26.774698626334,7.26564485804619,7.70413767850603,13.7418709207205,7190296015.03347,87428128123.7209,3.5781696792194,21.8314646397564
Suriname,SUR,0.567009681821375,85.3478393554688,90.7807083129883,80.2999114990234,6.10751008987427,17.323579788208,,,5019,3560,90.381217956543,86.07316,,6295.56056173578,90.4634399414063,79.8561172485352,14.10729,19.30167,72.43534,59.9359,,8.4,,201736.60217134,,10.9173390845201,96075554.7414537,0.629522780306293,20129999.1607666,,,38.2753876473432,28.1422762699972,21.9969430173304,,97912850.922945,3591623596.03082,1.56719106520956,
Timor-Leste,TLS,-4.93996280439322,99.8982696533203,101.232421875,98.602668762207,7.10610008239746,8.20582008361816,,,4177,1511,23.4475402832031,93.70257,60.61502,1299.49463507231,,,12.91345,16.93077,94.28152,92.13733,,24,-15.2429546672865,0,55.9713054105947,16.7905342484636,6715937.467148,10.1364493801723,231960006.713867,34.9480075540522,53.9254128023619,15.4754889129472,0.980253916958148,0.522976680384116,59.1795102508024,87044514.13,1615609700,-3.07109976075395,2.36318833688607
Togo,TGO,1.79243016113288,91.6078109741211,87.4153213500977,95.775260925293,3.7605299949646,23.1400394439697,,,27382,63145,21.3441600799561,90.91577,41.01339,830.745276651438,,,7.92176,7.54035,79.58255,84.17799,15.2,21.2,5.16124673007699,0,11.4976489191203,20.6386085210635,88558699.5022234,5.38944709256751,344950012.207031,18.3162904522705,32.8653744344397,21.3232858696232,-0.434609618144108,-0.980289495517403,14.0507439930288,403610142.956524,6395472574.41445,4.34774823822544,25.2702383202812
Tonga,TON,2.452312649135,,,,,,,,,,,,,4513.4325306349,,,,,,,,,,0,,16.8054005033665,-5613753.35828908,18.2244902137204,87230003.3569336,27.8789813692696,65.8104866010129,16.3494954789287,5.61383948078358,7.5170628355112,,158602601.463757,460379144.989821,3.32243254438831,22.1569870749854
Tuvalu,TUV,2.87584751386873,,,,,,,,,,78.1795501708984,,,3574.06528751804,,,,,,,,,,,,,3e+05,49.1089959802686,28530000.6866455,,,,3.56237579860101,,,1006224.84997719,40619251.9926426,4.09401771680183,
Uganda,UGA,-0.670054581381933,52.671760559082,53.8109283447266,51.5485496520996,2.26336002349854,12.8418197631836,,,,,14.4080801010132,,,746.830752928351,,,8.62498,8.98557,,,,,2.42226488644424,1566521.2166475,11.2580442929145,23.4588353825104,802704141.008568,6.70139427277228,2011810058.59375,24.6142065733772,20.1759235118685,26.0309948144331,4.64905082085585,5.64093192245177,12.3659847367714,1165739410.77889,30744473911.5312,3.1314055178588,16.6611294213088
Uruguay,URY,1.25792913208215,98.6998825073242,,,4.48583984375,14.9274196624756,12.64033,16.15909,,,93.388557434082,99.3775,88.21273,18690.8938401411,,,,,,,,2.5,7.07433188753636,39684711,31.6236948902153,5.34533214654603,2686509353.42749,0.0686330187433647,41639999.3896484,15.8289463353478,20.657693007333,17.8366481505822,4.98664192165262,6.21809382561863,30.064566911108,109381554.847967,64233966861.2518,1.62775397322494,26.1470121161237
Vanuatu,VUT,3.64448510922514,,,,4.53353023529053,12.2079801559448,,,,,94.6523666381836,,,3082.47508309466,,,,,,,,9.6,,437292.414685195,26.9295056224773,21.3706830229642,38222690.1627779,15.0392539466525,132699996.948242,27.8615616470117,57.8656717990873,10.1699916743073,5.36355206781974,3.08452624403546,24.1573661302391,26177844.4570207,880043553.748442,6.31560419866872,47.6609019149093
Zambia,ZMB,0.494085597516801,,,,3.72964000701904,14.8818302154541,12.88822,,281430,214262,8.70263004302979,83.16745,,1535.19657398198,,,,,,,,,19.2871103935202,0,20.9220759632247,4.0242711937365,1107519804.84533,4.20794650486864,1040489990.23438,41.002991488394,36.5928368906649,37.3040449214626,10.0957298683458,6.57731154205652,16.8512124005775,93644095.262211,25873601260.8353,3.50433609558682,34.9928577635918
Zimbabwe,ZWE,3.1924525709815,95.4763717651367,96.0149536132813,94.937858581543,5.3810601234436,20.8742008209229,,,224290,195402,70.5182037353516,,,1235.18903192064,85.8244094848633,80.6516494750977,,,,,,,-14.1227487246277,,28.4137187251177,8.34096887222262,307187738.788,4.20149260157284,725840026.855469,9.70014734832339,30.3708074600921,21.4049989232973,2.43760763920471,0.893962316050074,17.3045384580286,1729883817.47582,17584890936.6523,4.70949217898975,19.6589047990109
